epoch,ood_ll_var_1.0,temperature,posterior_type,seed,n_train
0,-355.54484375,1,sbvi,0,100
10000,-2.83204833984375,1,sbvi,0,100
20000,-1.7783586120605468,1,sbvi,0,100
30000,-1.6668968200683594,1,sbvi,0,100
40000,-1.6847784423828125,1,sbvi,0,100
50000,-1.6783319091796876,1,sbvi,0,100
60000,-1.7071096801757812,1,sbvi,0,100
70000,-1.6989024353027344,1,sbvi,0,100
80000,-1.680301513671875,1,sbvi,0,100
90000,-1.6965756225585937,1,sbvi,0,100
100000,-1.6695606994628907,1,sbvi,0,100
