epoch,ood_ll_var_0.01,ood_ll_var_0.1,ood_ll_var_1.0,ood_ll_var_10.0,ood_ll_var_100.0,temperature,posterior_type,seed,n_train,frequency
0,-74997.2,-88275.6,-9952466.944,-1666594111.488,-191009627570.176,1,sbvi,0,100,1.0
10000,-280.96540625,-258.199953125,-500.3676875,-27123486.72,-5508593352.704,1,sbvi,0,100,1.0
20000,-95.37946875,-93.97946875,-254.771140625,-11372742.656,-2890550738.944,1,sbvi,0,100,1.0
30000,-529.979,-535.27425,-973.686375,-11354953.728,-2823078805.504,1,sbvi,0,100,1.0
40000,-95.3769453125,-77.867953125,-230.1665625,-11525702.656,-2631245496.32,1,sbvi,0,100,1.0
50000,-228.01703125,-318.418375,-605.837625,-14730362.88,-3159254630.4,1,sbvi,0,100,1.0
60000,-73.075421875,-83.30853125,-510.7595625,-14925309.952,-3334058541.056,1,sbvi,0,100,1.0
70000,-9.812892578125,-13.201099609375,-464.214375,-6932932.608,-1441555415.04,1,sbvi,0,100,1.0
80000,-149.40053125,-187.628109375,-237.25378125,-7424784.384,-1551535702.016,1,sbvi,0,100,1.0
90000,-148.917625,-183.02965625,-234.72515625,-5243291.648,-1171457835.008,1,sbvi,0,100,1.0
100000,-84.0563125,-109.0998203125,-326.672,-3833858.56,-840439889.92,1,sbvi,0,100,1.0
110000,-43.4013984375,-61.56345703125,-297.673,-3048765.696,-693718024.192,1,sbvi,0,100,1.0
120000,-5.325685546875,-29.413408203125,-101.224046875,-2624708.352,-614498697.216,1,sbvi,0,100,1.0
130000,-168.421875,-155.292203125,-381.10159375,-2204865.28,-440183816.192,1,sbvi,0,100,1.0
140000,-42.47039453125,-39.8268984375,-167.75821875,-1596975.616,-310537224.192,1,sbvi,0,100,1.0
150000,-132.93353125,-138.411859375,-487.05271875,-974080.512,-131010887.68,1,sbvi,0,100,1.0
160000,0.9155798950195313,-2.3002255859375,-120.2347421875,-1057764.864,-263904083.968,1,sbvi,0,100,1.0
170000,-5.011509765625,-13.253841796875,-41.206296875,-1190594.304,-237797064.704,1,sbvi,0,100,1.0
